French_Muni;Swiss_Muni;local_admin_unit_id_from;local_admin_unit_id_to;nb_vehicles
Kingersheim - Rhin (Haut-) - fr-68166;Delémont - Jura - ch-6711;fr-68166;ch-6711;6.986821203
Kingersheim - Rhin (Haut-) - fr-68166;Haute-Ajoie - Jura - ch-6809;fr-68166;ch-6809;1.033186946
Kingersheim - Rhin (Haut-) - fr-68166;Haute-Sorne - Jura - ch-6729;fr-68166;ch-6729;2.175618559
Kingersheim - Rhin (Haut-) - fr-68166;Porrentruy - Jura - ch-6800;fr-68166;ch-6800;6.304048912
Kingersheim - Rhin (Haut-) - fr-68166;Saignelégier - Jura - ch-6757;fr-68166;ch-6757;0.844316232
Kirchberg - Rhin (Haut-) - fr-68167;Basel - Bâle-Ville - ch-2701;fr-68167;ch-2701;1.901188106
Knœringue - Rhin (Haut-) - fr-68168;Basel - Bâle-Ville - ch-2701;fr-68168;ch-2701;10.19543646
Kœstlach - Rhin (Haut-) - fr-68169;Basel - Bâle-Ville - ch-2701;fr-68169;ch-2701;3.549711018
Kœtzingue - Rhin (Haut-) - fr-68170;Basel - Bâle-Ville - ch-2701;fr-68170;ch-2701;15.42125289
Kruth - Rhin (Haut-) - fr-68171;Basel - Bâle-Ville - ch-2701;fr-68171;ch-2701;2.230760463
Kunheim - Rhin (Haut-) - fr-68172;Basel - Bâle-Ville - ch-2701;fr-68172;ch-2701;1.749818604
Labaroche - Rhin (Haut-) - fr-68173;Basel - Bâle-Ville - ch-2701;fr-68173;ch-2701;2.227878635
Landser - Rhin (Haut-) - fr-68174;Basel - Bâle-Ville - ch-2701;fr-68174;ch-2701;40.14786879
Landser - Rhin (Haut-) - fr-68174;Riehen - Bâle-Ville - ch-2703;fr-68174;ch-2703;0.792514598
Landser - Rhin (Haut-) - fr-68174;Delémont - Jura - ch-6711;fr-68174;ch-6711;0.878516565
Landser - Rhin (Haut-) - fr-68174;Porrentruy - Jura - ch-6800;fr-68174;ch-6800;0.792665396
Lapoutroie - Rhin (Haut-) - fr-68175;Basel - Bâle-Ville - ch-2701;fr-68175;ch-2701;1.681505686
Largitzen - Rhin (Haut-) - fr-68176;Basel - Bâle-Ville - ch-2701;fr-68176;ch-2701;2.620679969
Lautenbach - Rhin (Haut-) - fr-68177;Basel - Bâle-Ville - ch-2701;fr-68177;ch-2701;3.66442152
Lautenbachzell - Rhin (Haut-) - fr-68178;Basel - Bâle-Ville - ch-2701;fr-68178;ch-2701;2.29271698
Lauw - Rhin (Haut-) - fr-68179;Basel - Bâle-Ville - ch-2701;fr-68179;ch-2701;2.162103385
Leimbach - Rhin (Haut-) - fr-68180;Basel - Bâle-Ville - ch-2701;fr-68180;ch-2701;2.19692068
Levoncourt - Rhin (Haut-) - fr-68181;Basel - Bâle-Ville - ch-2701;fr-68181;ch-2701;1.846332957
Leymen - Rhin (Haut-) - fr-68182;Basel - Bâle-Ville - ch-2701;fr-68182;ch-2701;26.81912345
Liebenswiller - Rhin (Haut-) - fr-68183;Basel - Bâle-Ville - ch-2701;fr-68183;ch-2701;5.110809553
Liebsdorf - Rhin (Haut-) - fr-68184;Basel - Bâle-Ville - ch-2701;fr-68184;ch-2701;2.355735616
Lièpvre - Rhin (Haut-) - fr-68185;Basel - Bâle-Ville - ch-2701;fr-68185;ch-2701;1.393341586
Ligsdorf - Rhin (Haut-) - fr-68186;Basel - Bâle-Ville - ch-2701;fr-68186;ch-2701;2.168069363
Linsdorf - Rhin (Haut-) - fr-68187;Basel - Bâle-Ville - ch-2701;fr-68187;ch-2701;2.554172225
Linthal - Rhin (Haut-) - fr-68188;Basel - Bâle-Ville - ch-2701;fr-68188;ch-2701;1.229260527
Logelheim - Rhin (Haut-) - fr-68189;Basel - Bâle-Ville - ch-2701;fr-68189;ch-2701;0.937383374
Luemschwiller - Rhin (Haut-) - fr-68191;Basel - Bâle-Ville - ch-2701;fr-68191;ch-2701;5.62421092
Valdieu-Lutran - Rhin (Haut-) - fr-68192;Basel - Bâle-Ville - ch-2701;fr-68192;ch-2701;2.982142048
Luttenbach-près-Munster - Rhin (Haut-) - fr-68193;Basel - Bâle-Ville - ch-2701;fr-68193;ch-2701;0.637917432
Lutter - Rhin (Haut-) - fr-68194;Basel - Bâle-Ville - ch-2701;fr-68194;ch-2701;2.153815421
Lutterbach - Rhin (Haut-) - fr-68195;Basel - Bâle-Ville - ch-2701;fr-68195;ch-2701;139.7702557
Lutterbach - Rhin (Haut-) - fr-68195;Riehen - Bâle-Ville - ch-2703;fr-68195;ch-2703;2.759049767
Lutterbach - Rhin (Haut-) - fr-68195;Boncourt - Jura - ch-6774;fr-68195;ch-6774;1.443995659
Lutterbach - Rhin (Haut-) - fr-68195;Delémont - Jura - ch-6711;fr-68195;ch-6711;3.058455868
Lutterbach - Rhin (Haut-) - fr-68195;Haute-Sorne - Jura - ch-6729;fr-68195;ch-6729;0.952369204
Lutterbach - Rhin (Haut-) - fr-68195;Le Noirmont - Jura - ch-6754;fr-68195;ch-6754;0.894653165
Lutterbach - Rhin (Haut-) - fr-68195;Porrentruy - Jura - ch-6800;fr-68195;ch-6800;2.759574751
Magny - Rhin (Haut-) - fr-68196;Basel - Bâle-Ville - ch-2701;fr-68196;ch-2701;2.127424854
Magstatt-le-Bas - Rhin (Haut-) - fr-68197;Basel - Bâle-Ville - ch-2701;fr-68197;ch-2701;13.01452621
Magstatt-le-Haut - Rhin (Haut-) - fr-68198;Basel - Bâle-Ville - ch-2701;fr-68198;ch-2701;6.428141213
Malmerspach - Rhin (Haut-) - fr-68199;Basel - Bâle-Ville - ch-2701;fr-68199;ch-2701;1.13692312
Manspach - Rhin (Haut-) - fr-68200;Basel - Bâle-Ville - ch-2701;fr-68200;ch-2701;3.701310963
Masevaux-Niederbruck - Rhin (Haut-) - fr-68201;Basel - Bâle-Ville - ch-2701;fr-68201;ch-2701;8.474563779
Mertzen - Rhin (Haut-) - fr-68202;Basel - Bâle-Ville - ch-2701;fr-68202;ch-2701;1.361171588
Merxheim - Rhin (Haut-) - fr-68203;Basel - Bâle-Ville - ch-2701;fr-68203;ch-2701;2.92481159
Metzeral - Rhin (Haut-) - fr-68204;Basel - Bâle-Ville - ch-2701;fr-68204;ch-2701;0.897632974
Meyenheim - Rhin (Haut-) - fr-68205;Basel - Bâle-Ville - ch-2701;fr-68205;ch-2701;1.858915531
Michelbach-le-Bas - Rhin (Haut-) - fr-68207;Basel - Bâle-Ville - ch-2701;fr-68207;ch-2701;16.24668963
Michelbach-le-Haut - Rhin (Haut-) - fr-68208;Basel - Bâle-Ville - ch-2701;fr-68208;ch-2701;14.67277893
Mittelwihr - Rhin (Haut-) - fr-68209;Basel - Bâle-Ville - ch-2701;fr-68209;ch-2701;0.7600308
Mitzach - Rhin (Haut-) - fr-68211;Basel - Bâle-Ville - ch-2701;fr-68211;ch-2701;0.821851936
Mœrnach - Rhin (Haut-) - fr-68212;Basel - Bâle-Ville - ch-2701;fr-68212;ch-2701;3.657142917
Mollau - Rhin (Haut-) - fr-68213;Basel - Bâle-Ville - ch-2701;fr-68213;ch-2701;0.679371719
Montreux-Jeune - Rhin (Haut-) - fr-68214;Basel - Bâle-Ville - ch-2701;fr-68214;ch-2701;3.000822383
Montreux-Vieux - Rhin (Haut-) - fr-68215;Basel - Bâle-Ville - ch-2701;fr-68215;ch-2701;6.067912813
Mooslargue - Rhin (Haut-) - fr-68216;Basel - Bâle-Ville - ch-2701;fr-68216;ch-2701;3.000798413
Moosch - Rhin (Haut-) - fr-68217;Basel - Bâle-Ville - ch-2701;fr-68217;ch-2701;3.790857709
Morschwiller-le-Bas - Rhin (Haut-) - fr-68218;Basel - Bâle-Ville - ch-2701;fr-68218;ch-2701;94.12504162
Morschwiller-le-Bas - Rhin (Haut-) - fr-68218;Riehen - Bâle-Ville - ch-2703;fr-68218;ch-2703;1.858018166
Morschwiller-le-Bas - Rhin (Haut-) - fr-68218;Boncourt - Jura - ch-6774;fr-68218;ch-6774;0.972425433
Morschwiller-le-Bas - Rhin (Haut-) - fr-68218;Delémont - Jura - ch-6711;fr-68218;ch-6711;2.05964627
Morschwiller-le-Bas - Rhin (Haut-) - fr-68218;Porrentruy - Jura - ch-6800;fr-68218;ch-6800;1.858371705
Le Haut Soultzbach - Rhin (Haut-) - fr-68219;Basel - Bâle-Ville - ch-2701;fr-68219;ch-2701;2.366626452
Muespach - Rhin (Haut-) - fr-68221;Basel - Bâle-Ville - ch-2701;fr-68221;ch-2701;7.134873125
Muespach-le-Haut - Rhin (Haut-) - fr-68222;Basel - Bâle-Ville - ch-2701;fr-68222;ch-2701;7.660023833
Muhlbach-sur-Munster - Rhin (Haut-) - fr-68223;Basel - Bâle-Ville - ch-2701;fr-68223;ch-2701;0.732680211
Mulhouse - Rhin (Haut-) - fr-68224;Basel - Bâle-Ville - ch-2701;fr-68224;ch-2701;1850.008054
Mulhouse - Rhin (Haut-) - fr-68224;Bettingen - Bâle-Ville - ch-2702;fr-68224;ch-2702;1.626077613
Mulhouse - Rhin (Haut-) - fr-68224;Riehen - Bâle-Ville - ch-2703;fr-68224;ch-2703;36.51895939
Mulhouse - Rhin (Haut-) - fr-68224;Alle - Jura - ch-6771;fr-68224;ch-6771;6.903858364
Mulhouse - Rhin (Haut-) - fr-68224;Basse-Allaine - Jura - ch-6807;fr-68224;ch-6807;1.839569833
Mulhouse - Rhin (Haut-) - fr-68224;Basse-Vendline - Jura - ch-6812;fr-68224;ch-6812;2.114154416
Mulhouse - Rhin (Haut-) - fr-68224;Boncourt - Jura - ch-6774;fr-68224;ch-6774;19.112819
Mulhouse - Rhin (Haut-) - fr-68224;Boécourt - Jura - ch-6702;fr-68224;ch-6702;2.597706602
Mulhouse - Rhin (Haut-) - fr-68224;Bure - Jura - ch-6778;fr-68224;ch-6778;0.55661086
Mulhouse - Rhin (Haut-) - fr-68224;Clos du Doubs - Jura - ch-6808;fr-68224;ch-6808;1.364175382
Mulhouse - Rhin (Haut-) - fr-68224;Cornol - Jura - ch-6782;fr-68224;ch-6782;2.499492999
Mulhouse - Rhin (Haut-) - fr-68224;Courchapoix - Jura - ch-6706;fr-68224;ch-6706;0.537402423
Mulhouse - Rhin (Haut-) - fr-68224;Courchavon - Jura - ch-6783;fr-68224;ch-6783;1.147897835
Mulhouse - Rhin (Haut-) - fr-68224;Courgenay - Jura - ch-6784;fr-68224;ch-6784;6.032890506
Mulhouse - Rhin (Haut-) - fr-68224;Courrendlin - Jura - ch-6708;fr-68224;ch-6708;1.559043756
Mulhouse - Rhin (Haut-) - fr-68224;Courroux - Jura - ch-6709;fr-68224;ch-6709;1.956823761
Mulhouse - Rhin (Haut-) - fr-68224;Courtedoux - Jura - ch-6785;fr-68224;ch-6785;1.040099924
Mulhouse - Rhin (Haut-) - fr-68224;Courtételle - Jura - ch-6710;fr-68224;ch-6710;3.604561504
Mulhouse - Rhin (Haut-) - fr-68224;Delémont - Jura - ch-6711;fr-68224;ch-6711;40.48191771
Mulhouse - Rhin (Haut-) - fr-68224;Develier - Jura - ch-6712;fr-68224;ch-6712;2.718016102
Mulhouse - Rhin (Haut-) - fr-68224;Fahy - Jura - ch-6789;fr-68224;ch-6789;0.713807717
Mulhouse - Rhin (Haut-) - fr-68224;Fontenais - Jura - ch-6790;fr-68224;ch-6790;0.728417457
Mulhouse - Rhin (Haut-) - fr-68224;Haute-Ajoie - Jura - ch-6809;fr-68224;ch-6809;5.986325927
Mulhouse - Rhin (Haut-) - fr-68224;Haute-Sorne - Jura - ch-6729;fr-68224;ch-6729;12.60561977
Mulhouse - Rhin (Haut-) - fr-68224;La Baroche - Jura - ch-6810;fr-68224;ch-6810;1.40551403
Mulhouse - Rhin (Haut-) - fr-68224;Les Genevez (JU) - Jura - ch-6748;fr-68224;ch-6748;1.531394857
Mulhouse - Rhin (Haut-) - fr-68224;Porrentruy - Jura - ch-6800;fr-68224;ch-6800;36.52590812
Mulhouse - Rhin (Haut-) - fr-68224;Saignelégier - Jura - ch-6757;fr-68224;ch-6757;4.892001562
Mulhouse - Rhin (Haut-) - fr-68224;Val Terbi - Jura - ch-6730;fr-68224;ch-6730;1.00429778
Mulhouse - Rhin (Haut-) - fr-68224;Vendlincourt - Jura - ch-6806;fr-68224;ch-6806;1.115398647
Munchhouse - Rhin (Haut-) - fr-68225;Basel - Bâle-Ville - ch-2701;fr-68225;ch-2701;1.544434964
Munster - Rhin (Haut-) - fr-68226;Basel - Bâle-Ville - ch-2701;fr-68226;ch-2701;3.836485576
Muntzenheim - Rhin (Haut-) - fr-68227;Basel - Bâle-Ville - ch-2701;fr-68227;ch-2701;1.300336433
Munwiller - Rhin (Haut-) - fr-68228;Basel - Bâle-Ville - ch-2701;fr-68228;ch-2701;1.297792283
Neuf-Brisach - Rhin (Haut-) - fr-68231;Basel - Bâle-Ville - ch-2701;fr-68231;ch-2701;1.624238198
Neuwiller - Rhin (Haut-) - fr-68232;Basel - Bâle-Ville - ch-2701;fr-68232;ch-2701;10.99039965
Niederentzen - Rhin (Haut-) - fr-68234;Basel - Bâle-Ville - ch-2701;fr-68234;ch-2701;1.980826195
Niederhergheim - Rhin (Haut-) - fr-68235;Basel - Bâle-Ville - ch-2701;fr-68235;ch-2701;2.840500375
Niffer - Rhin (Haut-) - fr-68238;Basel - Bâle-Ville - ch-2701;fr-68238;ch-2701;23.2763212
Oberbruck - Rhin (Haut-) - fr-68239;Basel - Bâle-Ville - ch-2701;fr-68239;ch-2701;0.960970732
Illtal - Rhin (Haut-) - fr-68240;Basel - Bâle-Ville - ch-2701;fr-68240;ch-2701;9.824529711
Oberentzen - Rhin (Haut-) - fr-68241;Basel - Bâle-Ville - ch-2701;fr-68241;ch-2701;1.852646636
Oberhergheim - Rhin (Haut-) - fr-68242;Basel - Bâle-Ville - ch-2701;fr-68242;ch-2701;2.920216443
Oberlarg - Rhin (Haut-) - fr-68243;Basel - Bâle-Ville - ch-2701;fr-68243;ch-2701;0.924916262
Obermorschwiller - Rhin (Haut-) - fr-68245;Basel - Bâle-Ville - ch-2701;fr-68245;ch-2701;2.763459088
Obersaasheim - Rhin (Haut-) - fr-68246;Basel - Bâle-Ville - ch-2701;fr-68246;ch-2701;1.060831398
Oderen - Rhin (Haut-) - fr-68247;Basel - Bâle-Ville - ch-2701;fr-68247;ch-2701;2.834860876
Oltingue - Rhin (Haut-) - fr-68248;Basel - Bâle-Ville - ch-2701;fr-68248;ch-2701;4.85039923
Orbey - Rhin (Haut-) - fr-68249;Basel - Bâle-Ville - ch-2701;fr-68249;ch-2701;3.116460492
Orschwihr - Rhin (Haut-) - fr-68250;Basel - Bâle-Ville - ch-2701;fr-68250;ch-2701;2.377095034
Osenbach - Rhin (Haut-) - fr-68251;Basel - Bâle-Ville - ch-2701;fr-68251;ch-2701;2.311225679
Ostheim - Rhin (Haut-) - fr-68252;Basel - Bâle-Ville - ch-2701;fr-68252;ch-2701;1.548196766
Ottmarsheim - Rhin (Haut-) - fr-68253;Basel - Bâle-Ville - ch-2701;fr-68253;ch-2701;48.22863263
Ottmarsheim - Rhin (Haut-) - fr-68253;Riehen - Bâle-Ville - ch-2703;fr-68253;ch-2703;0.952028005
Ottmarsheim - Rhin (Haut-) - fr-68253;Delémont - Jura - ch-6711;fr-68253;ch-6711;1.05534002
Ottmarsheim - Rhin (Haut-) - fr-68253;Porrentruy - Jura - ch-6800;fr-68253;ch-6800;0.952209154
Petit-Landau - Rhin (Haut-) - fr-68254;Basel - Bâle-Ville - ch-2701;fr-68254;ch-2701;21.08509577
Pfaffenheim - Rhin (Haut-) - fr-68255;Basel - Bâle-Ville - ch-2701;fr-68255;ch-2701;3.392288511
Pfastatt - Rhin (Haut-) - fr-68256;Basel - Bâle-Ville - ch-2701;fr-68256;ch-2701;234.0347923
Pfastatt - Rhin (Haut-) - fr-68256;Riehen - Bâle-Ville - ch-2703;fr-68256;ch-2703;4.61982155
Pfastatt - Rhin (Haut-) - fr-68256;Alle - Jura - ch-6771;fr-68256;ch-6771;0.873370824
Pfastatt - Rhin (Haut-) - fr-68256;Boncourt - Jura - ch-6774;fr-68256;ch-6774;2.417862244
Pfastatt - Rhin (Haut-) - fr-68256;Courgenay - Jura - ch-6784;fr-68256;ch-6784;0.763189259
Pfastatt - Rhin (Haut-) - fr-68256;Delémont - Jura - ch-6711;fr-68256;ch-6711;5.121154571
Pfastatt - Rhin (Haut-) - fr-68256;Haute-Ajoie - Jura - ch-6809;fr-68256;ch-6809;0.757298619
Pfastatt - Rhin (Haut-) - fr-68256;Haute-Sorne - Jura - ch-6729;fr-68256;ch-6729;1.594670681
Pfastatt - Rhin (Haut-) - fr-68256;Le Noirmont - Jura - ch-6754;fr-68256;ch-6754;1.498029511
Pfastatt - Rhin (Haut-) - fr-68256;Porrentruy - Jura - ch-6800;fr-68256;ch-6800;4.620700597
Pfetterhouse - Rhin (Haut-) - fr-68257;Basel - Bâle-Ville - ch-2701;fr-68257;ch-2701;7.277732143
Pulversheim - Rhin (Haut-) - fr-68258;Basel - Bâle-Ville - ch-2701;fr-68258;ch-2701;75.6817971
Pulversheim - Rhin (Haut-) - fr-68258;Riehen - Bâle-Ville - ch-2703;fr-68258;ch-2703;1.493950509
Pulversheim - Rhin (Haut-) - fr-68258;Boncourt - Jura - ch-6774;fr-68258;ch-6774;0.781884428
Pulversheim - Rhin (Haut-) - fr-68258;Delémont - Jura - ch-6711;fr-68258;ch-6711;1.65607078
Pulversheim - Rhin (Haut-) - fr-68258;Porrentruy - Jura - ch-6800;fr-68258;ch-6800;1.494234774
Raedersdorf - Rhin (Haut-) - fr-68259;Basel - Bâle-Ville - ch-2701;fr-68259;ch-2701;3.899619733
Raedersheim - Rhin (Haut-) - fr-68260;Basel - Bâle-Ville - ch-2701;fr-68260;ch-2701;2.746990509
Ranspach - Rhin (Haut-) - fr-68262;Basel - Bâle-Ville - ch-2701;fr-68262;ch-2701;1.995597507
Ranspach-le-Bas - Rhin (Haut-) - fr-68263;Basel - Bâle-Ville - ch-2701;fr-68263;ch-2701;16.31108036
Ranspach-le-Haut - Rhin (Haut-) - fr-68264;Basel - Bâle-Ville - ch-2701;fr-68264;ch-2701;15.49075443
Rantzwiller - Rhin (Haut-) - fr-68265;Basel - Bâle-Ville - ch-2701;fr-68265;ch-2701;21.62665026
Réguisheim - Rhin (Haut-) - fr-68266;Basel - Bâle-Ville - ch-2701;fr-68266;ch-2701;5.108022021
Reiningue - Rhin (Haut-) - fr-68267;Basel - Bâle-Ville - ch-2701;fr-68267;ch-2701;49.45765934
Reiningue - Rhin (Haut-) - fr-68267;Riehen - Bâle-Ville - ch-2703;fr-68267;ch-2703;0.976288859
Reiningue - Rhin (Haut-) - fr-68267;Delémont - Jura - ch-6711;fr-68267;ch-6711;1.08223361
Reiningue - Rhin (Haut-) - fr-68267;Porrentruy - Jura - ch-6800;fr-68267;ch-6800;0.976474625
Retzwiller - Rhin (Haut-) - fr-68268;Basel - Bâle-Ville - ch-2701;fr-68268;ch-2701;5.34537217
Ribeauvillé - Rhin (Haut-) - fr-68269;Basel - Bâle-Ville - ch-2701;fr-68269;ch-2701;3.734477521
Richwiller - Rhin (Haut-) - fr-68270;Basel - Bâle-Ville - ch-2701;fr-68270;ch-2701;90.31732452
Richwiller - Rhin (Haut-) - fr-68270;Riehen - Bâle-Ville - ch-2703;fr-68270;ch-2703;1.782854241
Richwiller - Rhin (Haut-) - fr-68270;Boncourt - Jura - ch-6774;fr-68270;ch-6774;0.933087114
Richwiller - Rhin (Haut-) - fr-68270;Delémont - Jura - ch-6711;fr-68270;ch-6711;1.976325719
Richwiller - Rhin (Haut-) - fr-68270;Porrentruy - Jura - ch-6800;fr-68270;ch-6800;1.783193478
Riedisheim - Rhin (Haut-) - fr-68271;Basel - Bâle-Ville - ch-2701;fr-68271;ch-2701;266.4758063
Riedisheim - Rhin (Haut-) - fr-68271;Riehen - Bâle-Ville - ch-2703;fr-68271;ch-2703;5.260203666
Riedisheim - Rhin (Haut-) - fr-68271;Alle - Jura - ch-6771;fr-68271;ch-6771;0.99443417
Riedisheim - Rhin (Haut-) - fr-68271;Boncourt - Jura - ch-6774;fr-68271;ch-6774;2.753017125
Riedisheim - Rhin (Haut-) - fr-68271;Courgenay - Jura - ch-6784;fr-68271;ch-6784;0.868979656
Riedisheim - Rhin (Haut-) - fr-68271;Delémont - Jura - ch-6711;fr-68271;ch-6711;5.831029566
Riedisheim - Rhin (Haut-) - fr-68271;Haute-Ajoie - Jura - ch-6809;fr-68271;ch-6809;0.862272477
Riedisheim - Rhin (Haut-) - fr-68271;Haute-Sorne - Jura - ch-6729;fr-68271;ch-6729;1.815717874
Riedisheim - Rhin (Haut-) - fr-68271;Porrentruy - Jura - ch-6800;fr-68271;ch-6800;5.261204563
Riedisheim - Rhin (Haut-) - fr-68271;Saignelégier - Jura - ch-6757;fr-68271;ch-6757;0.704645614
Riespach - Rhin (Haut-) - fr-68273;Basel - Bâle-Ville - ch-2701;fr-68273;ch-2701;4.300727587
Rimbach-près-Masevaux - Rhin (Haut-) - fr-68275;Basel - Bâle-Ville - ch-2701;fr-68275;ch-2701;1.153081331
Riquewihr - Rhin (Haut-) - fr-68277;Basel - Bâle-Ville - ch-2701;fr-68277;ch-2701;0.891968903
Rixheim - Rhin (Haut-) - fr-68278;Basel - Bâle-Ville - ch-2701;fr-68278;ch-2701;325.5868556
Rixheim - Rhin (Haut-) - fr-68278;Riehen - Bâle-Ville - ch-2703;fr-68278;ch-2703;6.427049402
Rixheim - Rhin (Haut-) - fr-68278;Alle - Jura - ch-6771;fr-68278;ch-6771;1.21502473
Rixheim - Rhin (Haut-) - fr-68278;Boncourt - Jura - ch-6774;fr-68278;ch-6774;3.363705702
Rixheim - Rhin (Haut-) - fr-68278;Courgenay - Jura - ch-6784;fr-68278;ch-6784;1.061741243
Rixheim - Rhin (Haut-) - fr-68278;Delémont - Jura - ch-6711;fr-68278;ch-6711;7.124498873
Rixheim - Rhin (Haut-) - fr-68278;Haute-Ajoie - Jura - ch-6809;fr-68278;ch-6809;1.053546243
Rixheim - Rhin (Haut-) - fr-68278;Haute-Sorne - Jura - ch-6729;fr-68278;ch-6729;2.218489857
Rixheim - Rhin (Haut-) - fr-68278;Porrentruy - Jura - ch-6800;fr-68278;ch-6800;6.428272324
Roderen - Rhin (Haut-) - fr-68279;Basel - Bâle-Ville - ch-2701;fr-68279;ch-2701;2.390512866
Romagny - Rhin (Haut-) - fr-68282;Basel - Bâle-Ville - ch-2701;fr-68282;ch-2701;2.104054461
Rombach-le-Franc - Rhin (Haut-) - fr-68283;Basel - Bâle-Ville - ch-2701;fr-68283;ch-2701;0.790872534
Roppentzwiller - Rhin (Haut-) - fr-68284;Basel - Bâle-Ville - ch-2701;fr-68284;ch-2701;5.026000768
Rosenau - Rhin (Haut-) - fr-68286;Basel - Bâle-Ville - ch-2701;fr-68286;ch-2701;57.74012252
Rosenau - Rhin (Haut-) - fr-68286;Riehen - Bâle-Ville - ch-2703;fr-68286;ch-2703;1.139783789
Rosenau - Rhin (Haut-) - fr-68286;Delémont - Jura - ch-6711;fr-68286;ch-6711;1.263470655
Rosenau - Rhin (Haut-) - fr-68286;Porrentruy - Jura - ch-6800;fr-68286;ch-6800;1.140000664
Rouffach - Rhin (Haut-) - fr-68287;Basel - Bâle-Ville - ch-2701;fr-68287;ch-2701;9.23841381
Ruederbach - Rhin (Haut-) - fr-68288;Basel - Bâle-Ville - ch-2701;fr-68288;ch-2701;2.960849023
Ruelisheim - Rhin (Haut-) - fr-68289;Basel - Bâle-Ville - ch-2701;fr-68289;ch-2701;58.45629179
Ruelisheim - Rhin (Haut-) - fr-68289;Riehen - Bâle-Ville - ch-2703;fr-68289;ch-2703;1.153920893
Ruelisheim - Rhin (Haut-) - fr-68289;Delémont - Jura - ch-6711;fr-68289;ch-6711;1.279141887
Ruelisheim - Rhin (Haut-) - fr-68289;Porrentruy - Jura - ch-6800;fr-68289;ch-6800;1.154140458
Rustenhart - Rhin (Haut-) - fr-68290;Basel - Bâle-Ville - ch-2701;fr-68290;ch-2701;0.920250903
Rumersheim-le-Haut - Rhin (Haut-) - fr-68291;Basel - Bâle-Ville - ch-2701;fr-68291;ch-2701;1.094812533
Saint-Amarin - Rhin (Haut-) - fr-68292;Basel - Bâle-Ville - ch-2701;fr-68292;ch-2701;4.931367829
Saint-Cosme - Rhin (Haut-) - fr-68293;Basel - Bâle-Ville - ch-2701;fr-68293;ch-2701;0.671149748
Sainte-Croix-aux-Mines - Rhin (Haut-) - fr-68294;Basel - Bâle-Ville - ch-2701;fr-68294;ch-2701;1.779589764
Sainte-Croix-en-Plaine - Rhin (Haut-) - fr-68295;Basel - Bâle-Ville - ch-2701;fr-68295;ch-2701;3.028546318
Saint-Hippolyte - Rhin (Haut-) - fr-68296;Basel - Bâle-Ville - ch-2701;fr-68296;ch-2701;0.850757833
Saint-Louis - Rhin (Haut-) - fr-68297;Basel - Bâle-Ville - ch-2701;fr-68297;ch-2701;387.751928
Saint-Louis - Rhin (Haut-) - fr-68297;Riehen - Bâle-Ville - ch-2703;fr-68297;ch-2703;7.654181223
Saint-Louis - Rhin (Haut-) - fr-68297;Alle - Jura - ch-6771;fr-68297;ch-6771;1.44701229
Saint-Louis - Rhin (Haut-) - fr-68297;Boncourt - Jura - ch-6774;fr-68297;ch-6774;4.005946029
Saint-Louis - Rhin (Haut-) - fr-68297;Boécourt - Jura - ch-6702;fr-68297;ch-6702;0.544465599
Saint-Louis - Rhin (Haut-) - fr-68297;Courgenay - Jura - ch-6784;fr-68297;ch-6784;1.264462022
Saint-Louis - Rhin (Haut-) - fr-68297;Courtételle - Jura - ch-6710;fr-68297;ch-6710;0.755497075
Saint-Louis - Rhin (Haut-) - fr-68297;Delémont - Jura - ch-6711;fr-68297;ch-6711;8.484796379
Saint-Louis - Rhin (Haut-) - fr-68297;Develier - Jura - ch-6712;fr-68297;ch-6712;0.569681835
Saint-Louis - Rhin (Haut-) - fr-68297;Haute-Ajoie - Jura - ch-6809;fr-68297;ch-6809;1.254702332
Saint-Louis - Rhin (Haut-) - fr-68297;Haute-Sorne - Jura - ch-6729;fr-68297;ch-6729;2.642071399
Saint-Louis - Rhin (Haut-) - fr-68297;Le Noirmont - Jura - ch-6754;fr-68297;ch-6754;2.481955034
Saint-Louis - Rhin (Haut-) - fr-68297;Les Breuleux - Jura - ch-6743;fr-68297;ch-6743;1.696512427
Saint-Louis - Rhin (Haut-) - fr-68297;Porrentruy - Jura - ch-6800;fr-68297;ch-6800;7.65563764
Saint-Louis - Rhin (Haut-) - fr-68297;Saignelégier - Jura - ch-6757;fr-68297;ch-6757;1.025337718
Sainte-Marie-aux-Mines - Rhin (Haut-) - fr-68298;Basel - Bâle-Ville - ch-2701;fr-68298;ch-2701;4.309009743
Saint-Ulrich - Rhin (Haut-) - fr-68299;Basel - Bâle-Ville - ch-2701;fr-68299;ch-2701;2.403099613
Sausheim - Rhin (Haut-) - fr-68300;Basel - Bâle-Ville - ch-2701;fr-68300;ch-2701;134.6279067
Sausheim - Rhin (Haut-) - fr-68300;Riehen - Bâle-Ville - ch-2703;fr-68300;ch-2703;2.657540353
Sausheim - Rhin (Haut-) - fr-68300;Boncourt - Jura - ch-6774;fr-68300;ch-6774;1.390868979
Sausheim - Rhin (Haut-) - fr-68300;Delémont - Jura - ch-6711;fr-68300;ch-6711;2.945930872
Sausheim - Rhin (Haut-) - fr-68300;Haute-Sorne - Jura - ch-6729;fr-68300;ch-6729;0.917330169
Sausheim - Rhin (Haut-) - fr-68300;Porrentruy - Jura - ch-6800;fr-68300;ch-6800;2.658046022
Schlierbach - Rhin (Haut-) - fr-68301;Basel - Bâle-Ville - ch-2701;fr-68301;ch-2701;31.72304087
